Issue Type,Custom field (Patch Info),Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,,CAMEL-10300,13003677,camel-salesforce component missing salesforce fields,zregvart,rajesh734,Major,Resolved,Not A Problem,2016-09-08 20:02,2017-03-23 12:14,
Bug,,CAMEL-10330,13006178,Complete support to API Docker,,fabryprog,Major,Open,,2016-09-20 13:07,2017-03-15 9:05,
Bug,,CAMEL-10336,13006505,Complete AMI features,fabryprog,fabryprog,Major,Open,,2016-09-21 14:09,2017-03-15 9:05,
Bug,,CAMEL-10953,13048593,Add messageAttribute support to AWS SNS component,davsclaus,Quioz,Major,Resolved,Fixed,2017-03-06 18:04,2017-03-07 16:50,
Bug,,CAMEL-10537,13023538,Unable to remove/add restful path to an existing endpoint,davsclaus,anydoby,Major,Resolved,Fixed,2016-11-26 23:18,2017-03-01 12:20,
Test,,CAMEL-10523,13023358,Make Test launchable as JUnit Test from IDEs ,davsclaus,aurelien.pupier,Major,Resolved,Fixed,2016-11-25 10:39,2017-01-31 17:41,
Bug,,CAMEL-10499,13022083,camel-sql - error in multiple dynamic IN replacement,igarashitm,igarashitm,Major,Resolved,Fixed,2016-11-21 3:55,2017-01-27 13:06,
Bug,,CAMEL-10549,13025073,NullPointerException when trying to process response from bridged http jetty endpoint,davsclaus,fwein,Major,Resolved,Invalid,2016-12-02 12:15,2017-01-05 9:26,
Bug,Patch Available,CAMEL-10628,13029547,camel jetty9 endpoint configured with sslContextParametersRef and jetty handlers causes SSL handshake failure,ancosen,joeluo,Major,Resolved,Fixed,2016-12-20 19:52,2016-12-29 7:01,
Bug,,CAMEL-10464,13019829,@ContextName CDI qualifier should be repeatable,antonin.stefanutti,antonin.stefanutti,Major,Resolved,Fixed,2016-11-10 13:11,2016-12-27 21:24,
Bug,,CAMEL-10602,13028348,"camel:run with simple blueprint project failed ""waiting for BlueprintContainer"" although the route is active",gzres,aurelien.pupier,Major,Resolved,Fixed,2016-12-15 9:53,2016-12-16 14:33,
Bug,,CAMEL-10568,13026494,SftpChangedExclusiveReadLockStrategy integer overflow,davsclaus,adamcampbell,Major,Resolved,Fixed,2016-12-07 22:29,2016-12-08 14:17,
Bug,,CAMEL-10456,13019310,Camel leaks TCCL,,laeubi,Major,Open,,2016-11-08 18:36,2016-12-08 10:35,
Bug,,CAMEL-10490,13021473,JpaPollingConsumer does not support consumeLockEntity and others,davsclaus,bgaudaen,Major,Resolved,Fixed,2016-11-17 14:39,2016-11-30 14:50,
Bug,,CAMEL-10545,13024336,Canot start DefaultCamelContext,,imben1109,Major,Resolved,Invalid,2016-11-30 6:39,2016-11-30 8:23,
Bug,,CAMEL-10509,13022497,ManagedCamelContextMBean - additional namespaces are removed,jamesnetherton,aurelien.pupier,Major,Resolved,Fixed,2016-11-22 13:43,2016-11-29 20:03,
Bug,,CAMEL-10436,13017180,camel-archetype-spring-boot - Should create JAR not WAR,nferraro,davsclaus,Major,Resolved,Fixed,2016-11-02 11:28,2016-11-27 18:16,
Bug,,CAMEL-10525,13023382,AggregationController is not CamelContext-Aware,,sschulze,Major,Resolved,Won't Fix,2016-11-25 12:21,2016-11-25 16:40,
Bug,,CAMEL-10466,13019841,OOM in Dropbox component (uses ByteArrayOutputStream for get),davsclaus,ecausarano,Major,Resolved,Fixed,2016-11-10 13:50,2016-11-25 9:04,
Bug,Patch Available,CAMEL-10498,13021777,Update Salesforce component to support approval REST API,zregvart,zregvart,Major,Resolved,Fixed,2016-11-18 15:48,2016-11-24 16:28,
Bug,,CAMEL-10516,13022864,Clean code: remove the 308 import not used,,aurelien.pupier,Major,Resolved,Fixed,2016-11-23 14:15,2016-11-24 16:20,
Bug,,CAMEL-10404,13013884,Improve spring-boot-example,ancosen,davsclaus,Major,Resolved,Fixed,2016-10-20 14:01,2016-11-24 13:22,
Bug,,CAMEL-10518,13022871,"Fix bad suppress warning named with typo ""uncheked""",,aurelien.pupier,Major,Resolved,Fixed,2016-11-23 14:47,2016-11-23 15:53,
Bug,,CAMEL-10517,13022869,Remove unnecessary SuppressWarnings,,aurelien.pupier,Major,Resolved,Fixed,2016-11-23 14:34,2016-11-23 15:53,
Bug,,CAMEL-10503,13022193,Camel-Git: Add RemoteAdd command,ancosen,chenapan,Major,Resolved,Fixed,2016-11-21 14:04,2016-11-22 9:57,
Bug,,CAMEL-10502,13022192,Camel-git : Copy headers from in to out,ancosen,chenapan,Major,Resolved,Fixed,2016-11-21 14:00,2016-11-22 8:34,
Bug,,CAMEL-10480,13020733,MemoryLeak in the DatagramPacketObjectEncoder,njiang,njiang,Major,Resolved,Fixed,2016-11-15 8:40,2016-11-15 9:17,
Bug,,CAMEL-10467,13019879,camel-servicenow : ServiceNowConstants not backward-compatible (2.18.0 --> 2.18.1),lb,lb,Major,Resolved,Fixed,2016-11-10 16:11,2016-11-15 6:45,
Bug,,CAMEL-10465,13019830,camel ahc uses netty 4.0.41 transitively but 4.1.5 explicitly - leads to runtime exceptions,ancosen,convoi,Major,Resolved,Fixed,2016-11-10 13:12,2016-11-11 12:50,
Bug,,CAMEL-10460,13019575,MetricsMessageHistoryFactory.java:138 Generate a NPE,davsclaus,PhilG,Major,Resolved,Fixed,2016-11-09 16:36,2016-11-10 11:03,
Bug,,CAMEL-10426,13016547,camel-zookeeper - Add Curator based Policy supporting multiple active nodes,paolo.antinori,paolo.antinori,Major,Resolved,Fixed,2016-10-31 9:47,2016-11-10 8:53,
Bug,,CAMEL-10458,13019323,Upgrade to Spring Boot 1.4.2,davsclaus,davsclaus,Major,Resolved,Fixed,2016-11-08 19:01,2016-11-09 12:57,
Bug,,CAMEL-10445,13018592,Upgrade to CXF 3.1.8,davsclaus,davsclaus,Major,Resolved,Fixed,2016-11-05 12:07,2016-11-07 9:50,
Bug,,CAMEL-10259,12998796,Not able invoke camel salesforce rest API call using ProducerTemplate,,rajesh734,Major,Resolved,Invalid,2016-08-22 3:14,2016-11-05 12:27,
Bug,,CAMEL-10431,13016927,camel-elsql - Does not read named parameter from header properties,davsclaus,tturek,Major,Resolved,Fixed,2016-11-01 15:36,2016-11-01 16:50,
Bug,,CAMEL-10427,13016784,"CXFRS client gets ""Response timeout"" exception when used with Camel transport",davsclaus,tadayosi,Major,Resolved,Fixed,2016-11-01 2:13,2016-11-01 11:41,
Bug,,CAMEL-10430,13016867,camel-hystrix - Should also execute fallback if exception not from Camel,davsclaus,davsclaus,Major,Resolved,Fixed,2016-11-01 11:22,2016-11-01 11:25,
Bug,,CAMEL-10425,13016413,java.io.IOException: Stream closed - When setting result from bean in route,davsclaus,davsclaus,Major,Resolved,Fixed,2016-10-30 8:20,2016-10-30 17:05,
Bug,,CAMEL-10414,13015039,Query is ignore if field filter header is set,ancosen,pontus.ullgren,Major,Resolved,Fixed,2016-10-25 11:11,2016-10-29 6:40,
Bug,,CAMEL-10399,13013456,OutOfMemoryError: Java heap space when sending large file to endpoint,igarashitm,vvsh,Major,Resolved,Fixed,2016-10-19 9:58,2016-10-27 6:29,
Bug,Patch Available,CAMEL-10411,13014762,Camel-Blueprint - failed container gets restarted automatically,ancosen,paolo.antinori,Major,Resolved,Fixed,2016-10-24 15:30,2016-10-25 6:49,
Bug,,CAMEL-10413,13014983,MockEndpointsAndSkip not working for consecutive tests,,mtran,Major,Resolved,Duplicate,2016-10-25 5:24,2016-10-25 5:28,
Bug,,CAMEL-10405,13014041,JmsBinding not found,davsclaus,carlphilipp,Major,Resolved,Invalid,2016-10-20 20:31,2016-10-21 15:22,
Bug,,CAMEL-10397,13013373,SJMS - Raise an error against InOut+transacted producer as it causes a deadlock,ancosen,igarashitm,Major,Resolved,Fixed,2016-10-19 2:36,2016-10-19 8:00,
Bug,,CAMEL-10398,13013409,Avoid NPE when neither of ConnectionResource nor ConnectionFactory is configured,ancosen,igarashitm,Major,Resolved,Fixed,2016-10-19 6:15,2016-10-19 8:00,
Bug,,CAMEL-10376,13011029,BeanInfo#introspect does not work correctly with bridge methods,davsclaus,bduisenov,Major,Resolved,Fixed,2016-10-10 13:14,2016-10-13 8:24,
Bug,,CAMEL-10381,13011464,camel-google-mail getting NPE from component configuration,janstey,janstey,Major,Resolved,Fixed,2016-10-11 19:03,2016-10-11 19:15,
Bug,,CAMEL-10366,13009476,Missing input/output values in camel-catalog for several eips,davsclaus,aurelien.pupier,Major,Resolved,Fixed,2016-10-04 9:00,2016-10-06 2:37,
Bug,,CAMEL-10238,12996618,Camel-salesforce component never tries to reconnect after a disconnect,dhirajsb,rajesh734,Major,Resolved,Fixed,2016-08-11 13:39,2016-09-30 8:18,
Bug,,CAMEL-10359,13008792,Fix failing test org.apache.camel.component.salesforce.RestApiIntegrationTest.testQueryAll,dhirajsb,dhirajsb,Major,Resolved,Fixed,2016-09-30 2:32,2016-09-30 2:42,
Bug,,CAMEL-10331,13006179,Camel Docker Consumer,fabryprog,fabryprog,Major,Resolved,Fixed,2016-09-20 13:09,2016-09-28 9:04,
Bug,,CAMEL-10313,13004327,camel-example-swagger-xml - Fails with jetty:run,davsclaus,davsclaus,Major,Resolved,Fixed,2016-09-12 15:34,2016-09-15 13:14,
Bug,,CAMEL-10296,13003356,Guaranteed Delivery not working if no timeout is set,ancosen,flo.gessner@gmail.com,Major,Resolved,Fixed,2016-09-07 19:01,2016-09-11 8:09,
Bug,,CAMEL-10299,13003639,Support service discovery for Listeners like StartupListener to track camel events,,dhirajsb,Major,Open,,2016-09-08 17:33,2016-09-08 17:33,
